"Target","Evidence"
"AKAP6","predicted (union)"
"AKAP8","predicted (union)"
"AKAP9","predicted (intersection) + predicted (union)"
"AKIRIN1","predicted (intersection) + predicted (union)"
"AKR1C1","predicted (union)"
"AKR1C2","predicted (union)"
"AKR1D1","predicted (intersection) + predicted (union)"
"AKR7A2","experimental (all) + predicted (intersection) + predicted (union)"
"AKTIP","experimental (all) + predicted (intersection) + predicted (union)"
"ALAD","predicted (union)"
"ALDH1A3","predicted (intersection) + predicted (union)"
"ALDH1L2","predicted (intersection) + predicted (union)"
"ALDH2","predicted (intersection) + predicted (union)"
"ALDH3A2","predicted (intersection) + predicted (union)"
"ALDH5A1","predicted (intersection) + predicted (union)"
"ALDH6A1","predicted (intersection) + predicted (union)"
"ALDH7A1","predicted (intersection) + predicted (union)"
"ALDH8A1","predicted (intersection) + predicted (union)"
"ALDH9A1","experimental (all) + predicted (intersection) + predicted (union)"
"ALG1","predicted (union)"
"ALG10B","predicted (union)"
"ALG12","predicted (union)"
"ALG13","predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG2","predicted (union)"
"ALG6","predicted (intersection) + predicted (union)"
"ALG9","predicted (intersection) + predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALKBH4","predicted (intersection) + predicted (union)"
"ALKBH5","predicted (union)"
"ALKBH8","predicted (union)"
"ALOX15B","predicted (intersection) + predicted (union)"
"ALOX5AP","predicted (intersection) + predicted (union)"
"ALPK2","predicted (union)"
"ALPK3","predicted (union)"
"ALPP","predicted (intersection) + predicted (union)"
"ALS2CL","predicted (union)"
"ALX1","predicted (union)"
"ALX4","predicted (intersection) + predicted (union)"
"AMACR","predicted (union)"
"AMBN","predicted (union)"
"AMBRA1","predicted (union)"
"AMD1","experimental (all) + predicted (intersection) + predicted (union)"
"AMDHD1","predicted (union)"
"AMELX","predicted (union)"
"AMELY","predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMER3","predicted (union)"
"AMIGO1","predicted (union)"
"AMIGO2","predicted (intersection) + predicted (union)"
"AMMECR1","predicted (intersection) + predicted (union)"
"AMMECR1L","predicted (union)"
"AMN","predicted (intersection) + predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMPD2","predicted (intersection) + predicted (union)"
"AMPD3","predicted (intersection) + predicted (union)"
"AMPH","predicted (union)"
"AMZ1","predicted (intersection) + predicted (union)"
"ANAPC11","predicted (union)"
"ANAPC16","predicted (intersection) + predicted (union)"
"ANAPC7","predicted (intersection) + predicted (union)"
"ANG","predicted (intersection) + predicted (union)"
"ANGEL1","predicted (intersection) + predicted (union)"
"ANGEL2","predicted (intersection) + predicted (union)"
"ANGPT1","predicted (union)"
"ANGPT2","predicted (intersection) + predicted (union)"
"ANGPT4","predicted (union)"
"ANGPTL3","predicted (union)"
"ANGPTL4","predicted (union)"
"ANGPTL5","predicted (union)"
"ANGPTL7","predicted (union)"
"ANK2","predicted (intersection) + predicted (union)"
"ANK3","predicted (intersection) + predicted (union)"
"ANKEF1","predicted (union)"
"ANKFY1","experimental (all) + predicted (intersection) + predicted (union)"
"ANKH","experimental (all) + predicted (intersection) + predicted (union)"
"ANKHD1","predicted (intersection) + predicted (union)"
"ANKIB1","experimental (all) + predicted (intersection) + predicted (union)"
"ANKK1","predicted (intersection) + predicted (union)"
"ANKLE1","predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKRA2","predicted (union)"
"ANKRD1","predicted (union)"
"ANKRD10","predicted (intersection) + predicted (union)"
"ANKRD11","predicted (intersection) + predicted (union)"
"ANKRD12","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD13A","predicted (union)"
"ANKRD13C","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD16","predicted (intersection) + predicted (union)"
"ANKRD17","predicted (intersection) + predicted (union)"
"ANKRD18B","predicted (union)"
"ANKRD22","predicted (intersection) + predicted (union)"
"ANKRD27","experimental (all)"
"ANKRD28","predicted (intersection) + predicted (union)"
"ANKRD29","predicted (intersection) + predicted (union)"
"ANKRD31","predicted (union)"
"ANKRD33B","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD34C","predicted (union)"
"ANKRD39","predicted (union)"
"ANKRD40","predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD44","predicted (intersection) + predicted (union)"
"ANKRD45","predicted (intersection) + predicted (union)"
"ANKRD46","predicted (intersection) + predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD52","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD6","predicted (intersection) + predicted (union)"
"ANKRD63","predicted (union)"
"ANKRD66","predicted (union)"
"ANKS1A","predicted (intersection) + predicted (union)"
"ANKS1B","predicted (intersection) + predicted (union)"
"ANKS4B","experimental (all) + predicted (intersection) + predicted (union)"
"ANKS6","predicted (union)"
"ANKUB1","predicted (union)"
"ANLN","predicted (union)"
"ANO1","predicted (union)"
"ANO10","predicted (union)"
"ANO3","predicted (union)"
"ANO5","predicted (union)"
"ANO6","predicted (intersection) + predicted (union)"
"ANOS1","predicted (intersection) + predicted (union)"
"ANP32B","predicted (union)"
"ANP32E","predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (intersection) + predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA13","predicted (union)"
"ANXA2","predicted (union)"
"ANXA4","predicted (union)"
"ANXA5","predicted (union)"
"ANXA6","predicted (intersection) + predicted (union)"
"ANXA7","predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AP1AR","predicted (union)"
"AP1B1","predicted (union)"
"AP1G1","experimental (all) + predicted (intersection) + predicted (union)"
"AP1M1","predicted (union)"
"AP1S1","predicted (union)"
"AP1S2","predicted (union)"
"AP1S3","predicted (intersection) + predicted (union)"
"AP3B2","predicted (intersection) + predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (intersection) + predicted (union)"
"AP4B1","predicted (union)"
"AP4E1","predicted (union)"
"AP4S1","predicted (intersection) + predicted (union)"
"AP5B1","predicted (intersection) + predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"AP5S1","predicted (intersection) + predicted (union)"
"APAF1","predicted (union)"
"APBA1","predicted (intersection) + predicted (union)"
"APBB2","predicted (intersection) + predicted (union)"
"APBB3","predicted (union)"
"APC2","predicted (union)"
"APCDD1","predicted (intersection) + predicted (union)"
"APEH","predicted (union)"
"APEX1","experimental (all) + predicted (union)"
"APEX2","predicted (intersection) + predicted (union)"
"APH1A","predicted (union)"
"APH1B","predicted (intersection) + predicted (union)"
"API5","predicted (union)"
"APLF","predicted (union)"
"APLN","predicted (union)"
"APOA1","predicted (intersection) + predicted (union)"
"APOBEC3C","predicted (union)"
"APOBEC3F","predicted (intersection) + predicted (union)"
"APOBEC3H","predicted (intersection) + predicted (union)"
"APOBEC4","predicted (intersection) + predicted (union)"
"APOH","experimental (all) + predicted (intersection) + predicted (union)"
"APOL1","predicted (intersection) + predicted (union)"
"APOL3","predicted (intersection) + predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"APPBP2","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APTX","predicted (intersection) + predicted (union)"
"AQP1","predicted (union)"
"AQP2","predicted (intersection) + predicted (union)"
"AQP3","predicted (union)"
"AQP4","predicted (intersection) + predicted (union)"
"AQP7","predicted (intersection) + predicted (union)"
"AQP8","predicted (union)"
"AQP9","predicted (intersection) + predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (union)"
"ARAP2","experimental (all) + predicted (intersection) + predicted (union)"
"ARCN1","experimental (all)"
"AREG","predicted (union)"
"AREL1","predicted (intersection) + predicted (union)"
"ARF1","predicted (union)"
"ARF3","predicted (union)"
"ARF5","predicted (union)"
"ARF6","predicted (union)"
"ARFGAP2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARFIP2","predicted (intersection) + predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP1","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP10","experimental (all)"
"ARHGAP11A","predicted (union)"
"ARHGAP12","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP18","predicted (intersection) + predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP20","predicted (intersection) + predicted (union)"
"ARHGAP24","predicted (intersection) + predicted (union)"
"ARHGAP28","predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP31","predicted (intersection) + predicted (union)"
"ARHGAP32","predicted (intersection) + predicted (union)"
"ARHGAP35","experimental (all)"
"ARHGAP44","predicted (union)"
"ARHGAP5","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP6","predicted (union)"
"ARHGAP8","predicted (union)"
"ARHGEF10","predicted (intersection) + predicted (union)"
"ARHGEF11","predicted (intersection) + predicted (union)"
"ARHGEF12","predicted (union)"
"ARHGEF15","predicted (intersection) + predicted (union)"
"ARHGEF18","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGEF19","predicted (union)"
"ARHGEF26","predicted (union)"
"ARHGEF3","predicted (intersection) + predicted (union)"
"ARHGEF38","predicted (union)"
"ARHGEF39","predicted (intersection) + predicted (union)"
"ARHGEF4","predicted (intersection) + predicted (union)"
"ARHGEF40","predicted (intersection) + predicted (union)"
"ARHGEF5","predicted (intersection) + predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF7","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGEF9","predicted (intersection) + predicted (union)"
"ARID3A","predicted (union)"
"ARID3B","predicted (union)"
"ARID4B","experimental (all) + predicted (intersection) + predicted (union)"
"ARID5B","predicted (union)"
"ARIH1","experimental (all) + predicted (intersection) + predicted (union)"
"ARIH2","predicted (union)"
"ARL1","experimental (all) + predicted (intersection) + predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (intersection) + predicted (union)"
"ARL13B","predicted (intersection) + predicted (union)"
"ARL14EP","predicted (intersection) + predicted (union)"
"ARL14EPL","predicted (union)"
"ARL16","predicted (intersection) + predicted (union)"
"ARL17A","predicted (intersection) + predicted (union)"
"ARL17B","predicted (intersection) + predicted (union)"
"ARL3","predicted (union)"
"ARL4A","predicted (intersection) + predicted (union)"
"ARL4C","predicted (intersection) + predicted (union)"
"ARL4D","predicted (union)"
"ARL5A","predicted (intersection) + predicted (union)"
"ARL5B","predicted (intersection) + predicted (union)"
"ARL5C","predicted (intersection) + predicted (union)"
"ARL6","predicted (intersection) + predicted (union)"
"ARL6IP1","predicted (union)"
"ARL6IP5","predicted (union)"
"ARL6IP6","predicted (union)"
"ARL8A","predicted (union)"
"ARL9","experimental (all)"
"ARMC1","predicted (intersection) + predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC2","predicted (intersection) + predicted (union)"
"ARMC3","predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX1","predicted (union)"
"ARMCX3","predicted (union)"
"ARMH3","predicted (intersection) + predicted (union)"
"ARMH4","predicted (intersection) + predicted (union)"
"ARMT1","experimental (all) + predicted (intersection) + predicted (union)"
"ARNT","predicted (union)"
"ARNT2","predicted (intersection) + predicted (union)"
"ARNTL2","predicted (intersection) + predicted (union)"
"ARPC2","experimental (all) + predicted (intersection) + predicted (union)"
"ARPC3","predicted (intersection) + predicted (union)"
"ARPC4-TTLL3","predicted (intersection) + predicted (union)"
"ARPIN","predicted (intersection) + predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP19","predicted (union)"
"ARPP21","predicted (intersection) + predicted (union)"
"ARRB1","predicted (union)"
"ARRDC1","predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC3","predicted (intersection) + predicted (union)"
"ARSA","predicted (intersection) + predicted (union)"
"ARSB","predicted (union)"
"ARSD","predicted (intersection) + predicted (union)"
"ARSE","predicted (intersection) + predicted (union)"
"ARSG","predicted (intersection) + predicted (union)"
"ARSJ","experimental (all) + predicted (union)"
"ARSK","predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"ARV1","predicted (union)"
"ARX","predicted (intersection) + predicted (union)"
"AS3MT","predicted (intersection) + predicted (union)"
"ASAH1","predicted (intersection) + predicted (union)"
"ASAH2","predicted (intersection) + predicted (union)"
"ASAH2B","predicted (intersection) + predicted (union)"
"ASAP1","predicted (union)"
"ASAP2","predicted (intersection) + predicted (union)"
"ASB1","experimental (all) + predicted (intersection) + predicted (union)"
"ASB13","predicted (intersection) + predicted (union)"
"ASB15","predicted (union)"
"ASB16","experimental (all) + predicted (intersection) + predicted (union)"
"ASB4","predicted (intersection) + predicted (union)"
"ASB5","predicted (union)"
"ASB6","predicted (union)"
"ASB7","predicted (union)"
"ASB8","predicted (intersection) + predicted (union)"
"ASB9","predicted (intersection) + predicted (union)"
"ASCC1","predicted (intersection) + predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (union)"
"ASF1A","predicted (intersection) + predicted (union)"
"ASGR2","predicted (union)"
"ASH1L","experimental (all)"
"ASH2L","predicted (intersection) + predicted (union)"
"ASIC1","predicted (union)"
"ASIC5","predicted (union)"
"ASL","predicted (intersection) + predicted (union)"
"ASNS","experimental (all)"
"ASPA","predicted (intersection) + predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASPN","predicted (union)"
"ASS1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD1","predicted (union)"
"ATAD2","experimental (all) + predicted (intersection) + predicted (union)"
"ATAD2B","predicted (union)"
"ATAT1","experimental (all) + predicted (union)"
"ATCAY","predicted (intersection) + predicted (union)"
"ATE1","predicted (intersection) + predicted (union)"
"ATF2","predicted (intersection) + predicted (union)"
"ATF3","experimental (all)"
"ATF5","predicted (intersection) + predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF7","predicted (union)"
"ATF7IP","predicted (union)"
"ATF7IP2","predicted (intersection) + predicted (union)"
"ATG10","predicted (intersection) + predicted (union)"
"ATG101","predicted (intersection) + predicted (union)"
"ATG12","predicted (intersection) + predicted (union)"
"ATG14","experimental (all) + predicted (intersection) + predicted (union)"
"ATG16L1","experimental (all) + predicted (intersection) + predicted (union)"
"ATG16L2","predicted (union)"
"ATG2A","experimental (all)"
"ATG2B","experimental (all) + predicted (intersection) + predicted (union)"
"ATG4B","predicted (intersection) + predicted (union)"
"ATG4C","predicted (union)"
"ATG5","predicted (intersection) + predicted (union)"
"ATG7","predicted (intersection) + predicted (union)"
"ATIC","predicted (intersection) + predicted (union)"
"ATL1","predicted (union)"
"ATL2","predicted (union)"
"ATL3","experimental (all) + predicted (intersection) + predicted (union)"
"ATM","predicted (intersection) + predicted (union)"
"ATMIN","predicted (intersection) + predicted (union)"
"ATOH1","predicted (intersection) + predicted (union)"
"ATOH7","predicted (union)"
"ATOH8","predicted (intersection) + predicted (union)"
"ATP10A","predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP12A","predicted (intersection) + predicted (union)"
"ATP1A2","predicted (intersection) + predicted (union)"
"ATP1B2","predicted (intersection) + predicted (union)"
"ATP1B3","experimental (all) + predicted (intersection) + predicted (union)"
"ATP1B4","predicted (intersection) + predicted (union)"
"ATP2A2","predicted (union)"
"ATP2B1","experimental (all) + predicted (intersection) + predicted (union)"
"ATP2B3","predicted (union)"
"ATP2B4","predicted (union)"
"ATP4B","predicted (union)"
"ATP5F1A","predicted (intersection) + predicted (union)"
"ATP5F1B","experimental (all)"
"ATP5F1E","predicted (union)"
"ATP5MC1","predicted (intersection) + predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (intersection) + predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0A4","predicted (union)"
"ATP6V0B","predicted (intersection) + predicted (union)"
"ATP6V0D1","predicted (union)"
"ATP6V0E1","experimental (all) + predicted (intersection) + predicted (union)"
"ATP6V1B2","predicted (union)"
"ATP6V1C2","predicted (union)"
"ATP6V1G1","predicted (intersection) + predicted (union)"
"ATP6V1H","predicted (union)"
"ATP7A","predicted (union)"
"ATP7B","predicted (intersection) + predicted (union)"
