"Target","Evidence"
"A1CF","predicted (intersection) + predicted (union)"
"A2ML1","predicted (union)"
"AAGAB","predicted (intersection) + predicted (union)"
"AAK1","predicted (intersection) + predicted (union)"
"AAR2","predicted (union)"
"AARS","predicted (intersection) + predicted (union)"
"AARS2","predicted (union)"
"AASDHPPT","predicted (union)"
"ABAT","predicted (intersection) + predicted (union)"
"ABCA1","predicted (intersection) + predicted (union)"
"ABCA4","predicted (union)"
"ABCA5","predicted (intersection) + predicted (union)"
"ABCA8","predicted (union)"
"ABCB1","predicted (union)"
"ABCB10","predicted (intersection) + predicted (union)"
"ABCB11","predicted (intersection) + predicted (union)"
"ABCB8","predicted (intersection) + predicted (union)"
"ABCC1","experimental (strong) + experimental (all) + predicted (union)"
"ABCC5","predicted (intersection) + predicted (union)"
"ABCD2","predicted (intersection) + predicted (union)"
"ABCE1","predicted (intersection) + predicted (union)"
"ABCF1","predicted (union)"
"ABCF3","predicted (intersection) + predicted (union)"
"ABCG1","predicted (intersection) + predicted (union)"
"ABCG2","predicted (union)"
"ABHD11","predicted (union)"
"ABHD13","predicted (intersection) + predicted (union)"
"ABHD15","predicted (union)"
"ABHD17A","predicted (union)"
"ABHD17B","predicted (intersection) + predicted (union)"
"ABHD17C","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ABHD18","predicted (union)"
"ABHD2","predicted (intersection) + predicted (union)"
"ABHD4","predicted (intersection) + predicted (union)"
"ABHD5","predicted (union)"
"ABHD6","predicted (union)"
"ABI1","predicted (union)"
"ABI3","predicted (union)"
"ABI3BP","predicted (union)"
"ABL2","predicted (intersection) + predicted (union)"
"ABLIM1","predicted (union)"
"ABLIM2","predicted (intersection) + predicted (union)"
"ABR","predicted (intersection) + predicted (union)"
"ABRA","predicted (union)"
"ABRACL","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ABRAXAS1","predicted (union)"
"ABRAXAS2","predicted (union)"
"ACAA2","predicted (union)"
"ACACB","predicted (union)"
"ACAD8","predicted (intersection) + predicted (union)"
"ACADL","predicted (intersection) + predicted (union)"
"ACADSB","predicted (intersection) + predicted (union)"
"ACAP2","predicted (union)"
"ACBD3","predicted (intersection) + predicted (union)"
"ACBD5","predicted (intersection) + predicted (union)"
"ACBD6","predicted (union)"
"ACER2","predicted (intersection) + predicted (union)"
"ACER3","predicted (union)"
"ACHE","predicted (union)"
"ACKR4","predicted (union)"
"ACOT11","predicted (intersection) + predicted (union)"
"ACOT13","predicted (union)"
"ACOT2","predicted (intersection) + predicted (union)"
"ACOT8","predicted (union)"
"ACOT9","predicted (union)"
"ACOX1","predicted (intersection) + predicted (union)"
"ACOX3","predicted (intersection) + predicted (union)"
"ACP2","predicted (intersection) + predicted (union)"
"ACP4","predicted (union)"
"ACPP","predicted (union)"
"ACSF3","predicted (union)"
"ACSL4","predicted (intersection) + predicted (union)"
"ACSL6","predicted (intersection) + predicted (union)"
"ACSM2A","predicted (intersection) + predicted (union)"
"ACSM2B","predicted (intersection) + predicted (union)"
"ACSM5","predicted (union)"
"ACTB","experimental (all) + predicted (intersection) + predicted (union)"
"ACTG1","predicted (intersection) + predicted (union)"
"ACTL10","predicted (union)"
"ACTN2","predicted (union)"
"ACTN4","predicted (union)"
"ACTR1A","predicted (union)"
"ACTR2","predicted (intersection) + predicted (union)"
"ACTR3","predicted (intersection) + predicted (union)"
"ACTR3B","predicted (union)"
"ACTR3C","predicted (union)"
"ACTR6","predicted (union)"
"ACTR8","predicted (union)"
"ACVR1","predicted (union)"
"ACVR1B","predicted (intersection) + predicted (union)"
"ACVR1C","predicted (intersection) + predicted (union)"
"ACVR2A","predicted (intersection) + predicted (union)"
"ACVR2B","predicted (intersection) + predicted (union)"
"ACVRL1","predicted (intersection) + predicted (union)"
"ADA2","predicted (union)"
"ADAD2","predicted (union)"
"ADAL","predicted (intersection) + predicted (union)"
"ADAM10","predicted (intersection) + predicted (union)"
"ADAM12","predicted (intersection) + predicted (union)"
"ADAM17","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ADAM19","predicted (intersection) + predicted (union)"
"ADAM22","predicted (union)"
"ADAM23","predicted (union)"
"ADAM28","predicted (intersection) + predicted (union)"
"ADAM7","predicted (union)"
"ADAMTS12","predicted (union)"
"ADAMTS15","predicted (union)"
"ADAMTS2","predicted (intersection) + predicted (union)"
"ADAMTS3","predicted (union)"
"ADAMTS4","predicted (union)"
"ADAMTS5","predicted (intersection) + predicted (union)"
"ADAMTS8","predicted (union)"
"ADAP2","predicted (union)"
"ADARB2","predicted (intersection) + predicted (union)"
"ADAT2","predicted (union)"
"ADCK2","predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY2","predicted (union)"
"ADCY5","predicted (union)"
"ADCY7","predicted (union)"
"ADCYAP1","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD1","predicted (union)"
"ADD2","predicted (intersection) + predicted (union)"
"ADD3","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ADGRA1","predicted (union)"
"ADGRA3","predicted (intersection) + predicted (union)"
"ADGRB2","predicted (union)"
"ADGRE2","predicted (union)"
"ADGRF1","predicted (intersection) + predicted (union)"
"ADGRL1","predicted (intersection) + predicted (union)"
"ADGRV1","predicted (union)"
"ADH5","predicted (intersection) + predicted (union)"
"ADHFE1","predicted (union)"
"ADI1","predicted (intersection) + predicted (union)"
"ADIPOR2","predicted (union)"
"ADM2","predicted (union)"
"ADNP","predicted (intersection) + predicted (union)"
"ADO","predicted (union)"
"ADPGK","predicted (intersection) + predicted (union)"
"ADPRHL2","predicted (union)"
"ADRA1A","predicted (intersection) + predicted (union)"
"ADRA1D","predicted (intersection) + predicted (union)"
"ADRA2A","predicted (union)"
"ADRB3","predicted (intersection) + predicted (union)"
"ADRM1","predicted (union)"
"ADSL","predicted (intersection) + predicted (union)"
"AFAP1L1","predicted (intersection) + predicted (union)"
"AFF2","predicted (intersection) + predicted (union)"
"AFF3","predicted (intersection) + predicted (union)"
"AFF4","predicted (union)"
"AFG1L","predicted (intersection) + predicted (union)"
"AFG3L2","predicted (union)"
"AGAP1","predicted (intersection) + predicted (union)"
"AGAP2","predicted (union)"
"AGBL5","predicted (union)"
"AGER","predicted (union)"
"AGFG1","predicted (intersection) + predicted (union)"
"AGFG2","predicted (intersection) + predicted (union)"
"AGGF1","predicted (union)"
"AGL","predicted (union)"
"AGMAT","predicted (intersection) + predicted (union)"
"AGMO","predicted (intersection) + predicted (union)"
"AGO1","predicted (intersection) + predicted (union)"
"AGO2","predicted (intersection) + predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (union)"
"AGPAT3","predicted (intersection) + predicted (union)"
"AGPAT4","predicted (intersection) + predicted (union)"
"AGPAT5","predicted (intersection) + predicted (union)"
"AGPS","experimental (all) + predicted (union)"
"AGR2","predicted (union)"
"AGT","predicted (intersection) + predicted (union)"
"AGTPBP1","predicted (intersection) + predicted (union)"
"AGTR2","predicted (union)"
"AGTRAP","experimental (all) + predicted (intersection) + predicted (union)"
"AHCYL1","predicted (intersection) + predicted (union)"
"AHCYL2","predicted (union)"
"AHDC1","predicted (union)"
"AHNAK","predicted (intersection) + predicted (union)"
"AHR","predicted (intersection) + predicted (union)"
"AHRR","predicted (union)"
"AIDA","predicted (union)"
"AIF1L","predicted (union)"
"AIFM1","predicted (intersection) + predicted (union)"
"AIFM3","predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AIP","predicted (intersection) + predicted (union)"
"AIPL1","predicted (union)"
"AJAP1","predicted (intersection) + predicted (union)"
"AJUBA","predicted (intersection) + predicted (union)"
"AK2","predicted (intersection) + predicted (union)"
"AK3","predicted (intersection) + predicted (union)"
"AK4","predicted (union)"
"AK5","predicted (union)"
"AKAP1","predicted (union)"
"AKAP10","predicted (intersection) + predicted (union)"
"AKAP11","predicted (union)"
"AKAP12","predicted (intersection) + predicted (union)"
"AKAP13","predicted (intersection) + predicted (union)"
"AKAP3","predicted (union)"
"AKAP7","predicted (union)"
"AKAP8","predicted (union)"
"AKAP9","predicted (intersection) + predicted (union)"
"AKIP1","predicted (intersection) + predicted (union)"
"AKIRIN1","predicted (intersection) + predicted (union)"
"AKIRIN2","predicted (union)"
"AKNA","predicted (union)"
"AKR1B1","predicted (intersection) + predicted (union)"
"AKR1B10","experimental (strong) + experimental (all)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR1C2","predicted (union)"
"AKR1C3","predicted (union)"
"AKR1D1","predicted (intersection) + predicted (union)"
"AKR7A2","predicted (intersection) + predicted (union)"
"AKTIP","predicted (intersection) + predicted (union)"
"ALAD","predicted (intersection) + predicted (union)"
"ALCAM","predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1A3","predicted (intersection) + predicted (union)"
"ALDH1L2","predicted (intersection) + predicted (union)"
"ALDH2","predicted (union)"
"ALDH3A1","experimental (strong) + experimental (all)"
"ALDH3B2","predicted (union)"
"ALDH5A1","predicted (intersection) + predicted (union)"
"ALDH6A1","predicted (intersection) + predicted (union)"
"ALDH7A1","predicted (union)"
"ALG1","predicted (union)"
"ALG10","predicted (union)"
"ALG10B","predicted (union)"
"ALG11","predicted (union)"
"ALG12","predicted (union)"
"ALG13","predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG2","predicted (intersection) + predicted (union)"
"ALG9","experimental (all) + predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALKBH8","predicted (union)"
"ALOX15B","predicted (union)"
"ALPG","experimental (strong) + experimental (all)"
"ALPI","predicted (union)"
"ALPK2","predicted (union)"
"ALPK3","predicted (intersection) + predicted (union)"
"ALS2","predicted (intersection) + predicted (union)"
"ALS2CL","predicted (intersection) + predicted (union)"
"ALX4","predicted (intersection) + predicted (union)"
"AMACR","predicted (union)"
"AMBRA1","predicted (intersection) + predicted (union)"
"AMD1","predicted (intersection) + predicted (union)"
"AMFR","predicted (intersection) + predicted (union)"
