"Target","Evidence"
"AJAP1","predicted (intersection) + predicted (union)"
"AJUBA","predicted (intersection) + predicted (union)"
"AK2","predicted (intersection) + predicted (union)"
"AK3","predicted (intersection) + predicted (union)"
"AK4","predicted (intersection) + predicted (union)"
"AK6","predicted (union)"
"AKAIN1","predicted (intersection) + predicted (union)"
"AKAP1","predicted (union)"
"AKAP10","predicted (intersection) + predicted (union)"
"AKAP11","predicted (intersection) + predicted (union)"
"AKAP12","predicted (union)"
"AKAP13","predicted (union)"
"AKAP17A","predicted (union)"
"AKAP2","predicted (intersection) + predicted (union)"
"AKAP5","predicted (intersection) + predicted (union)"
"AKAP6","predicted (intersection) + predicted (union)"
"AKAP7","predicted (intersection) + predicted (union)"
"AKAP8","predicted (intersection) + predicted (union)"
"AKIP1","predicted (union)"
"AKIRIN1","predicted (union)"
"AKIRIN2","predicted (union)"
"AKNA","predicted (intersection) + predicted (union)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR1C2","predicted (union)"
"AKR1D1","predicted (union)"
"AKR7A2","predicted (intersection) + predicted (union)"
"AKT2","predicted (union)"
"AKTIP","predicted (union)"
"ALDH16A1","predicted (intersection) + predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1B1","predicted (union)"
"ALDH1L2","predicted (intersection) + predicted (union)"
"ALDH2","predicted (union)"
"ALDH5A1","predicted (union)"
"ALDH6A1","predicted (union)"
"ALDH7A1","predicted (union)"
"ALDH8A1","predicted (union)"
"ALDH9A1","predicted (union)"
"ALG1","predicted (union)"
"ALG10","predicted (intersection) + predicted (union)"
"ALG10B","predicted (intersection) + predicted (union)"
"ALG11","predicted (union)"
"ALG12","predicted (union)"
"ALG13","predicted (intersection) + predicted (union)"
"ALG14","predicted (union)"
"ALG6","predicted (intersection) + predicted (union)"
"ALG8","predicted (intersection) + predicted (union)"
"ALG9","predicted (union)"
"ALKBH1","predicted (union)"
"ALKBH4","predicted (union)"
"ALKBH5","predicted (union)"
"ALKBH8","predicted (intersection) + predicted (union)"
"ALOX5AP","predicted (union)"
"ALPK3","predicted (intersection) + predicted (union)"
"ALPP","predicted (union)"
"ALS2","predicted (union)"
"ALS2CL","predicted (intersection) + predicted (union)"
"ALX1","predicted (union)"
"ALX3","predicted (intersection) + predicted (union)"
"ALX4","predicted (intersection) + predicted (union)"
"AMACR","predicted (intersection) + predicted (union)"
"AMD1","predicted (intersection) + predicted (union)"
"AMER1","predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMER3","predicted (intersection) + predicted (union)"
"AMHR2","predicted (intersection) + predicted (union)"
"AMIGO1","predicted (union)"
"AMMECR1","predicted (union)"
"AMN","predicted (union)"
"AMN1","predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMPD2","predicted (union)"
"AMPD3","predicted (intersection) + predicted (union)"
"AMPH","predicted (union)"
"AMZ1","predicted (union)"
"ANAPC16","predicted (union)"
"ANG","predicted (intersection) + predicted (union)"
"ANGEL2","predicted (union)"
"ANGPT2","predicted (intersection) + predicted (union)"
"ANGPT4","predicted (intersection) + predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (union)"
"ANGPTL5","predicted (union)"
"ANK1","predicted (union)"
"ANK2","predicted (union)"
"ANK3","predicted (intersection) + predicted (union)"
"ANKEF1","predicted (intersection) + predicted (union)"
"ANKFY1","predicted (intersection) + predicted (union)"
"ANKH","predicted (intersection) + predicted (union)"
"ANKIB1","predicted (intersection) + predicted (union)"
"ANKLE1","predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKMY2","predicted (union)"
"ANKRD10","predicted (union)"
"ANKRD12","predicted (intersection) + predicted (union)"
"ANKRD13A","predicted (intersection) + predicted (union)"
"ANKRD13C","predicted (intersection) + predicted (union)"
"ANKRD16","predicted (union)"
"ANKRD17","predicted (intersection) + predicted (union)"
"ANKRD28","predicted (union)"
"ANKRD33B","predicted (union)"
"ANKRD40","predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD44","predicted (intersection) + predicted (union)"
"ANKRD45","predicted (intersection) + predicted (union)"
"ANKRD46","predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","predicted (union)"
"ANKRD54","predicted (union)"
"ANKRD6","predicted (union)"
"ANKRD63","predicted (intersection) + predicted (union)"
"ANKRD65","predicted (union)"
"ANKS1A","predicted (union)"
"ANKS3","predicted (union)"
"ANKS4B","predicted (union)"
"ANKUB1","predicted (union)"
"ANLN","predicted (intersection) + predicted (union)"
"ANO3","predicted (intersection) + predicted (union)"
"ANO4","predicted (union)"
"ANO5","predicted (intersection) + predicted (union)"
"ANO6","predicted (union)"
"ANO7","predicted (union)"
"ANO9","predicted (union)"
"ANOS1","predicted (union)"
"ANP32E","predicted (intersection) + predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (intersection) + predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA4","predicted (union)"
"ANXA6","predicted (union)"
"AOPEP","predicted (union)"
"AP1M2","predicted (union)"
"AP1S1","predicted (intersection) + predicted (union)"
"AP1S3","predicted (intersection) + predicted (union)"
"AP2A2","predicted (union)"
"AP3B2","predicted (union)"
"AP3M1","predicted (union)"
"AP3S1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (intersection) + predicted (union)"
"AP4E1","predicted (union)"
"AP4M1","predicted (intersection) + predicted (union)"
"AP4S1","predicted (intersection) + predicted (union)"
"AP5B1","predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"AP5S1","predicted (intersection) + predicted (union)"
"APAF1","predicted (intersection) + predicted (union)"
"APBA1","predicted (union)"
"APBB2","predicted (union)"
"APC2","predicted (union)"
"APCDD1","predicted (union)"
"APCDD1L","predicted (union)"
"APEX2","predicted (union)"
"APH1A","predicted (union)"
"APH1B","predicted (intersection) + predicted (union)"
"API5","predicted (union)"
"APLNR","predicted (union)"
"APLP2","predicted (union)"
"APOB","predicted (intersection) + predicted (union)"
"APOBEC3F","predicted (union)"
"APOBEC4","predicted (union)"
"APOC3","predicted (intersection) + predicted (union)"
"APOH","predicted (union)"
"APOL1","predicted (union)"
"APOL2","predicted (union)"
"APOL3","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","predicted (intersection) + predicted (union)"
"APPBP2","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APPL2","predicted (intersection) + predicted (union)"
"APRT","predicted (union)"
"APTX","predicted (union)"
"AQP1","predicted (intersection) + predicted (union)"
"AQP2","predicted (intersection) + predicted (union)"
"AQP4","predicted (union)"
"AQP5","predicted (intersection) + predicted (union)"
"AQP6","predicted (union)"
"AQP7","predicted (union)"
"AQP9","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"AREL1","predicted (union)"
"ARF1","predicted (union)"
"ARF3","predicted (intersection) + predicted (union)"
"ARF6","predicted (intersection) + predicted (union)"
"ARFGAP1","predicted (intersection) + predicted (union)"
"ARFGEF1","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARFIP2","predicted (union)"
"ARG2","predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP1","predicted (union)"
"ARHGAP11A","predicted (union)"
"ARHGAP12","predicted (intersection) + predicted (union)"
"ARHGAP19","predicted (intersection) + predicted (union)"
"ARHGAP20","predicted (union)"
"ARHGAP22","predicted (intersection) + predicted (union)"
"ARHGAP28","predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP31","predicted (union)"
"ARHGAP32","predicted (intersection) + predicted (union)"
"ARHGAP40","predicted (intersection) + predicted (union)"
"ARHGAP45","predicted (intersection) + predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGAP9","predicted (union)"
"ARHGEF10","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF17","predicted (intersection) + predicted (union)"
"ARHGEF19","predicted (union)"
"ARHGEF37","predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF4","predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARHGEF9","predicted (union)"
"ARID1A","predicted (union)"
"ARID2","predicted (intersection) + predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARID4B","predicted (union)"
"ARID5B","predicted (union)"
"ARIH1","predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (intersection) + predicted (union)"
"ARL13B","predicted (union)"
"ARL14EP","predicted (union)"
"ARL16","predicted (union)"
"ARL17A","predicted (intersection) + predicted (union)"
"ARL17B","predicted (intersection) + predicted (union)"
"ARL2BP","predicted (intersection) + predicted (union)"
"ARL3","predicted (union)"
"ARL4A","predicted (intersection) + predicted (union)"
"ARL4C","predicted (union)"
"ARL5A","predicted (intersection) + predicted (union)"
"ARL5B","predicted (union)"
"ARL5C","predicted (union)"
"ARL6","predicted (union)"
"ARL6IP1","predicted (intersection) + predicted (union)"
"ARL6IP4","predicted (union)"
"ARL6IP5","predicted (union)"
"ARL6IP6","predicted (intersection) + predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC6","predicted (union)"
"ARMC7","predicted (union)"
"ARMC8","predicted (union)"
"ARMCX1","predicted (union)"
"ARMCX2","predicted (union)"
"ARMCX6","predicted (intersection) + predicted (union)"
"ARMH3","predicted (intersection) + predicted (union)"
"ARMH4","predicted (intersection) + predicted (union)"
"ARMT1","predicted (intersection) + predicted (union)"
"ARNT2","predicted (intersection) + predicted (union)"
"ARNTL2","predicted (intersection) + predicted (union)"
"ARPC2","predicted (intersection) + predicted (union)"
"ARPC4","predicted (union)"
"ARPIN","predicted (intersection) + predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP19","predicted (union)"
"ARPP21","predicted (intersection) + predicted (union)"
"ARRB1","predicted (intersection) + predicted (union)"
"ARRDC2","predicted (intersection) + predicted (union)"
"ARRDC4","predicted (union)"
"ARRDC5","predicted (union)"
"ARSA","predicted (union)"
"ARSB","predicted (intersection) + predicted (union)"
"ARSD","predicted (intersection) + predicted (union)"
"ARSE","predicted (union)"
"ARSG","predicted (intersection) + predicted (union)"
"ARSK","predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"ART5","predicted (union)"
"ARTN","predicted (union)"
"ARVCF","predicted (union)"
"AS3MT","predicted (union)"
"ASAH2","predicted (intersection) + predicted (union)"
"ASAH2B","predicted (intersection) + predicted (union)"
"ASAP1","predicted (intersection) + predicted (union)"
"ASAP2","predicted (intersection) + predicted (union)"
"ASB1","predicted (intersection) + predicted (union)"
"ASB10","predicted (union)"
"ASB13","predicted (union)"
"ASB14","predicted (intersection) + predicted (union)"
"ASB16","predicted (union)"
"ASB6","predicted (union)"
"ASB7","predicted (union)"
"ASB8","predicted (union)"
"ASB9","predicted (intersection) + predicted (union)"
"ASCC1","predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (union)"
"ASCL2","predicted (union)"
"ASF1A","predicted (intersection) + predicted (union)"
"ASGR1","predicted (union)"
"ASH2L","predicted (union)"
"ASIC2","predicted (union)"
"ASL","predicted (union)"
"ASNSD1","predicted (union)"
"ASPA","predicted (union)"
"ASPG","predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASPN","predicted (union)"
"ASRGL1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (intersection) + predicted (union)"
"ASXL2","predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD1","predicted (union)"
"ATAD2","predicted (intersection) + predicted (union)"
"ATAD2B","predicted (intersection) + predicted (union)"
"ATAD3C","predicted (union)"
"ATAD5","predicted (union)"
"ATAT1","predicted (intersection) + predicted (union)"
"ATCAY","predicted (intersection) + predicted (union)"
"ATE1","predicted (union)"
"ATF1","predicted (intersection) + predicted (union)"
"ATF2","predicted (union)"
"ATF3","predicted (union)"
"ATF5","predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP","predicted (union)"
"ATG10","predicted (intersection) + predicted (union)"
"ATG12","predicted (intersection) + predicted (union)"
"ATG14","predicted (union)"
"ATG2B","predicted (intersection) + predicted (union)"
"ATG4B","predicted (union)"
"ATG4C","predicted (intersection) + predicted (union)"
"ATG5","predicted (union)"
"ATG7","predicted (intersection) + predicted (union)"
"ATIC","predicted (intersection) + predicted (union)"
"ATL2","predicted (union)"
"ATL3","predicted (union)"
"ATM","predicted (intersection) + predicted (union)"
"ATMIN","predicted (intersection) + predicted (union)"
"ATOH8","predicted (union)"
"ATP10B","predicted (union)"
"ATP11A","predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP11C","predicted (intersection) + predicted (union)"
"ATP12A","predicted (union)"
"ATP1A2","predicted (intersection) + predicted (union)"
"ATP1B2","predicted (union)"
"ATP1B3","predicted (union)"
"ATP1B4","predicted (union)"
"ATP2B1","predicted (union)"
"ATP2B3","predicted (union)"
"ATP2C1","predicted (intersection) + predicted (union)"
"ATP2C2","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1E","predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (intersection) + predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0D2","predicted (union)"
"ATP6V0E1","predicted (intersection) + predicted (union)"
"ATP6V0E2","predicted (union)"
"ATP6V1A","predicted (intersection) + predicted (union)"
"ATP6V1B2","predicted (intersection) + predicted (union)"
"ATP6V1C2","predicted (intersection) + predicted (union)"
"ATP6V1E1","predicted (intersection) + predicted (union)"
"ATP7A","predicted (intersection) + predicted (union)"
"ATP8A1","predicted (intersection) + predicted (union)"
"ATP8A2","predicted (intersection) + predicted (union)"
"ATP8B2","predicted (union)"
"ATP8B4","predicted (intersection) + predicted (union)"
"ATP9B","predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRNL1","predicted (intersection) + predicted (union)"
"ATRX","predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN10","predicted (intersection) + predicted (union)"
"ATXN1L","predicted (union)"
"ATXN7","predicted (union)"
"ATXN7L1","predicted (intersection) + predicted (union)"
"ATXN7L3","predicted (intersection) + predicted (union)"
"ATXN7L3B","predicted (intersection) + predicted (union)"
"AUNIP","predicted (union)"
"AUTS2","predicted (union)"
"AVEN","predicted (union)"
"AVL9","predicted (intersection) + predicted (union)"
"AVPI1","predicted (intersection) + predicted (union)"
"AVPR1A","predicted (union)"
"AWAT2","predicted (union)"
"AXIN1","predicted (intersection) + predicted (union)"
"AXL","predicted (union)"
"AZIN1","predicted (union)"
"AZIN2","predicted (union)"
"B3GALNT1","predicted (intersection) + predicted (union)"
"B3GALNT2","predicted (intersection) + predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (intersection) + predicted (union)"
"B3GALT4","predicted (union)"
"B3GALT5","predicted (union)"
"B3GAT1","predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GLCT","predicted (intersection) + predicted (union)"
"B3GNT3","predicted (union)"
"B3GNT4","predicted (union)"
"B4GALNT3","predicted (union)"
"B4GALT5","predicted (intersection) + predicted (union)"
"B4GALT6","predicted (intersection) + predicted (union)"
"B4GALT7","predicted (intersection) + predicted (union)"
"BAALC","predicted (union)"
"BAAT","predicted (intersection) + predicted (union)"
"BABAM2","predicted (intersection) + predicted (union)"
"BACE2","predicted (intersection) + predicted (union)"
"BACH1","predicted (intersection) + predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG3","predicted (intersection) + predicted (union)"
"BAG4","predicted (union)"
"BAG5","predicted (union)"
"BAHD1","predicted (union)"
"BAIAP2","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (intersection) + predicted (union)"
"BARX2","predicted (intersection) + predicted (union)"
"BASP1","predicted (union)"
"BATF2","predicted (intersection) + predicted (union)"
"BAZ2B","predicted (intersection) + predicted (union)"
"BBIP1","predicted (union)"
"BBS12","predicted (union)"
"BBS5","predicted (union)"
"BBS7","predicted (union)"
"BBX","predicted (union)"
"BCAP29","predicted (union)"
"BCAR1","predicted (intersection) + predicted (union)"
"BCAS1","predicted (union)"
"BCAS2","predicted (union)"
"BCAS3","predicted (union)"
"BCAS4","predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCCIP","predicted (union)"
"BCDIN3D","predicted (union)"
"BCKDHB","predicted (union)"
"BCKDK","predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (intersection) + predicted (union)"
"BCL11B","predicted (intersection) + predicted (union)"
"BCL2L1","predicted (union)"
"BCL2L11","predicted (intersection) + predicted (union)"
"BCL2L13","predicted (intersection) + predicted (union)"
"BCL2L15","predicted (intersection) + predicted (union)"
"BCL2L2","predicted (union)"
"BCL6","predicted (union)"
"BCL6B","predicted (union)"
"BCL7A","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9","predicted (union)"
"BCL9L","predicted (union)"
"BCLAF1","predicted (intersection) + predicted (union)"
"BCLAF3","predicted (union)"
"BCO2","predicted (union)"
"BCOR","predicted (union)"
"BCR","predicted (intersection) + predicted (union)"
"BDH1","predicted (union)"
"BDH2","predicted (intersection) + predicted (union)"
"BDP1","predicted (union)"
"BEAN1","predicted (intersection) + predicted (union)"
"BECN1","predicted (intersection) + predicted (union)"
"BEND2","predicted (intersection) + predicted (union)"
"BEND4","predicted (intersection) + predicted (union)"
"BEND6","predicted (intersection) + predicted (union)"
"BEST1","predicted (union)"
"BET1","predicted (intersection) + predicted (union)"
"BET1L","predicted (intersection) + predicted (union)"
"BEX3","predicted (intersection) + predicted (union)"
"BFAR","predicted (intersection) + predicted (union)"
"BHLHE41","predicted (intersection) + predicted (union)"
"BHMT2","predicted (union)"
"BICC1","predicted (intersection) + predicted (union)"
"BICD1","predicted (union)"
"BICD2","predicted (intersection) + predicted (union)"
"BICDL1","predicted (union)"
"BICRAL","predicted (union)"
"BID","predicted (intersection) + predicted (union)"
"BIVM","predicted (union)"
"BLOC1S2","predicted (union)"
"BLOC1S3","predicted (union)"
"BLOC1S4","predicted (union)"
"BLOC1S5","predicted (intersection) + predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (intersection) + predicted (union)"
"BLZF1","predicted (intersection) + predicted (union)"
"BMERB1","predicted (intersection) + predicted (union)"
"BMF","predicted (union)"
"BMI1","predicted (union)"
"BMP10","predicted (intersection) + predicted (union)"
"BMP2","predicted (union)"
"BMP2K","predicted (union)"
"BMP3","predicted (intersection) + predicted (union)"
"BMP7","predicted (union)"
"BMP8A","predicted (intersection) + predicted (union)"
"BMP8B","predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR2","predicted (intersection) + predicted (union)"
"BMS1","predicted (union)"
"BNC1","predicted (union)"
"BNC2","predicted (union)"
"BNIP2","predicted (intersection) + predicted (union)"
"BNIP3","predicted (union)"
"BNIP3L","predicted (intersection) + predicted (union)"
"BNIPL","predicted (union)"
"BOC","predicted (union)"
"BOD1","predicted (union)"
"BOD1L1","predicted (intersection) + predicted (union)"
"BOD1L2","predicted (union)"
"BOLA3","predicted (intersection) + predicted (union)"
"BOLL","predicted (union)"
"BORCS5","predicted (intersection) + predicted (union)"
"BORCS7","predicted (union)"
"BPHL","predicted (union)"
"BPNT1","predicted (union)"
"BPTF","predicted (intersection) + predicted (union)"
"BRAP","predicted (intersection) + predicted (union)"
"BRCA1","predicted (union)"
"BRCC3","predicted (intersection) + predicted (union)"
"BRD2","predicted (union)"
"BRD4","predicted (intersection) + predicted (union)"
"BRI3","predicted (union)"
